"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"501","LIGOTTI,PIPER, ARIAS,AVA, HEYER,ALLIE, OR,CATHERINE, GIBBS,SAVANNAH","3 24 5 22 4",4,1,0,39,2,0,0,1,1,0,1,2,1,"washu","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"502","LIGOTTI,PIPER, MATSKO,MEGAN, HEYER,ALLIE, OR,CATHERINE, GIBBS,SAVANNAH","3 13 5 22 4",4,0,1,28,0,2,-2,1,2,0,1,1,1,"washu","GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"503","LIGOTTI,PIPER, MATSKO,MEGAN, HEYER,ALLIE, DELMORE,KAYLA, BLACK,AVA","3 13 5 21 1",4,4,3,94,6,2,0,0,2,0,1,4,1,"washu","BLACK,AVA DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER MATSKO,MEGAN"
"504","LIGOTTI,PIPER, MATSKO,MEGAN, HEYER,ALLIE, OR,CATHERINE, GIBBS,SAVANNAH","3 13 5 22 4",4,2,2,88,2,0,-4,1,1,0,2,4,1,"washu","GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"505","LIGOTTI,PIPER, ARIAS,AVA, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH","3 24 10 22 4",4,3,2,115,0,3,-6,1,4,1,3,4,2,"washu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"506","LIGOTTI,PIPER, ARIAS,AVA, CHINTALA,ANISHA, DELMORE,KAYLA, GIBBS,SAVANNAH","3 24 10 21 4",4,1,2,37,0,2,-3,0,0,2,0,0,2,"washu","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"507","MATSKO,MEGAN, ARIAS,AVA, CHINTALA,ANISHA, DELMORE,KAYLA, GIBBS,SAVANNAH","13 24 10 21 4",4,2,1,41,0,0,-1,0,0,0,2,2,2,"washu","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH MATSKO,MEGAN"
"508","MATSKO,MEGAN, ARIAS,AVA, OR,CATHERINE, DELMORE,KAYLA, GIBBS,SAVANNAH","13 24 22 21 4",4,1,2,32,2,0,-1,0,0,0,0,0,2,"washu","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH MATSKO,MEGAN OR,CATHERINE"
"509","MATSKO,MEGAN, ARIAS,AVA, OR,CATHERINE, DELMORE,KAYLA, BLACK,AVA","13 24 22 21 1",4,2,1,43,5,0,-3,0,0,2,0,2,2,"washu","ARIAS,AVA BLACK,AVA DELMORE,KAYLA MATSKO,MEGAN OR,CATHERINE"
"510","GIBBS,SAVANNAH, LAFOND,LIV, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER","4 34 22 10 3",4,2,3,78,2,0,-8,0,1,0,1,3,2,"washu","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"511","GIBBS,SAVANNAH, MATSKO,MEGAN, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER","4 13 22 10 3",4,1,0,34,0,0,-10,0,0,0,1,1,2,"washu","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"512","GIBBS,SAVANNAH, MATSKO,MEGAN, OR,CATHERINE, DELMORE,KAYLA, HEYER,ALLIE","4 13 22 21 5",4,8,8,220,5,11,-10,3,7,2,5,9,2,"washu","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"513","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, LIGOTTI,PIPER","4 10 22 24 3",4,2,1,34,4,2,-4,0,1,0,0,0,3,"washu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"514","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, DELMORE,KAYLA","4 10 22 24 21",4,1,2,57,2,3,-6,2,2,0,0,1,3,"washu","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH OR,CATHERINE"
"515","BLACK,AVA, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, DELMORE,KAYLA","1 10 22 24 21",4,6,7,166,7,6,-5,0,8,0,4,8,3,"washu","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA OR,CATHERINE"
"516","GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, MATSKO,MEGAN, DELMORE,KAYLA","4 5 22 13 21",4,3,3,100,5,6,-6,2,3,0,1,3,3,"washu","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"517","LAFOND,LIV, HEYER,ALLIE, OR,CATHERINE, MATSKO,MEGAN, DELMORE,KAYLA","34 5 22 13 21",5,2,2,60,2,2,-5,1,2,0,0,1,3,"washu","DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV MATSKO,MEGAN OR,CATHERINE"
"518","BLACK,AVA, HEYER,ALLIE, OR,CATHERINE, MATSKO,MEGAN, DELMORE,KAYLA","1 5 22 13 21",4,2,2,71,6,2,-5,0,2,0,2,2,3,"washu","BLACK,AVA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"519","BLACK,AVA, HEYER,ALLIE, OR,CATHERINE, ARIAS,AVA, DELMORE,KAYLA","1 5 22 24 21",4,1,1,34,2,0,-9,0,1,0,0,1,3,"washu","ARIAS,AVA BLACK,AVA DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE"
"520","GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, ARIAS,AVA, LIGOTTI,PIPER","4 5 10 24 3",4,3,4,78,1,2,-11,0,1,2,1,1,3,"washu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"521","OR,CATHERINE, HEYER,ALLIE, CHINTALA,ANISHA, ARIAS,AVA, BLACK,AVA","22 5 10 24 1",4,3,1,62,2,5,-10,1,2,0,1,2,4,"washu","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE"
"522","OR,CATHERINE, LIGOTTI,PIPER, CHINTALA,ANISHA, ARIAS,AVA, BLACK,AVA","22 3 10 24 1",4,5,6,140,7,5,-7,0,4,4,1,6,4,"washu","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA LIGOTTI,PIPER OR,CATHERINE"
"523","OR,CATHERINE, LIGOTTI,PIPER, CHINTALA,ANISHA, ARIAS,AVA, GIBBS,SAVANNAH","22 3 10 24 4",4,1,1,17,0,2,-9,0,0,2,1,1,4,"washu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"524","OR,CATHERINE, LIGOTTI,PIPER, DELMORE,KAYLA, ARIAS,AVA, GIBBS,SAVANNAH","22 3 21 24 4",4,2,1,75,4,0,-7,0,0,0,0,2,4,"washu","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"525","OR,CATHERINE, LIGOTTI,PIPER, CHINTALA,ANISHA, ARIAS,AVA, GIBBS,SAVANNAH","22 3 10 24 4",4,1,2,42,0,3,-11,0,1,2,1,2,4,"washu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"526","OR,CATHERINE, LIGOTTI,PIPER, HEYER,ALLIE, ARIAS,AVA, GIBBS,SAVANNAH","22 3 5 24 4",4,2,1,61,4,1,-8,0,0,2,0,0,4,"washu","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"527","OR,CATHERINE, MATSKO,MEGAN, HEYER,ALLIE, DELMORE,KAYLA, GIBBS,SAVANNAH","22 13 5 21 4",4,4,5,155,6,8,-11,1,5,2,1,2,4,"washu","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"528","OR,CATHERINE, ARIAS,AVA, HEYER,ALLIE, DELMORE,KAYLA, GIBBS,SAVANNAH","22 24 5 21 4",4,1,1,48,2,2,-9,0,1,0,0,0,4,"washu","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"529","BLACK,AVA, LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA","1 3 4 10 21",3,7,6,231,7,4,0,1,5,0,2,6,1,"washu2","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"530","ARIAS,AVA, LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA","24 3 4 10 21",4,3,4,125,0,9,-3,1,3,2,3,3,1,"washu2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"531","ARIAS,AVA, LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA","24 3 4 10 23",4,5,5,176,2,6,6,1,5,0,1,4,1,"washu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA"
"532","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA","24 5 4 10 21",4,6,4,226,9,2,10,2,5,0,4,9,1,"washu2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE"
"533","ARIAS,AVA, HEYER,ALLIE, BLACK,AVA, LIGOTTI,PIPER, DELMORE,KAYLA","24 5 1 3 21",4,3,4,118,2,10,3,3,4,2,2,3,2,"washu2","ARIAS,AVA BLACK,AVA DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER"
"534","LAFOND,LIV, HEYER,ALLIE, BLACK,AVA, LIGOTTI,PIPER, CHINTALA,ANISHA","34 5 1 3 10",4,5,4,124,3,5,11,2,4,0,3,4,2,"washu2","BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"535","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, LIGOTTI,PIPER, DELMORE,KAYLA","24 5 4 3 21",4,5,6,200,5,1,13,1,3,2,3,8,2,"washu2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"536","ARIAS,AVA, CHINTALA,ANISHA, GIBBS,SAVANNAH, LIGOTTI,PIPER, DELMORE,KAYLA","24 10 4 3 21",4,4,4,75,2,4,9,1,4,0,0,2,3,"washu2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"537","ARIAS,AVA, CHINTALA,ANISHA, BLACK,AVA, LIGOTTI,PIPER, DELMORE,KAYLA","24 10 1 3 21",4,3,3,70,4,0,11,1,2,0,2,4,3,"washu2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA LIGOTTI,PIPER"
"538","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, LIGOTTI,PIPER, DELMORE,KAYLA","24 5 4 3 21",4,5,6,188,2,8,7,1,4,5,1,3,3,"washu2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"539","LAFOND,LIV, HEYER,ALLIE, GIBBS,SAVANNAH, LIGOTTI,PIPER, DELMORE,KAYLA","34 5 4 3 21",4,5,4,144,5,5,13,0,3,4,3,5,3,"washu2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"540","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, CHINTALA,ANISHA, MATSKO,MEGAN","24 5 4 10 13",4,1,1,28,0,0,13,1,1,0,1,2,3,"washu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN"
"541","ARIAS,AVA, HEYER,ALLIE, BLACK,AVA, CHINTALA,ANISHA, MATSKO,MEGAN","24 5 1 10 13",4,1,1,18,2,0,13,0,0,0,0,0,3,"washu2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE MATSKO,MEGAN"
"542","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, CHINTALA,ANISHA, MATSKO,MEGAN","24 5 4 10 13",4,0,1,8,0,1,11,0,0,2,0,0,3,"washu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN"
"543","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA","24 5 4 10 21",4,6,4,138,4,3,12,1,3,2,4,8,3,"washu2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE"
"544","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, LIGOTTI,PIPER, DELMORE,KAYLA","24 5 4 3 21",4,4,5,135,4,2,11,1,5,0,3,6,4,"washu2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"545","ARIAS,AVA, CHINTALA,ANISHA, GIBBS,SAVANNAH, LIGOTTI,PIPER, DELMORE,KAYLA","24 10 4 3 21",4,2,2,85,3,0,9,1,2,0,2,3,4,"washu2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"546","ARIAS,AVA, CHINTALA,ANISHA, GIBBS,SAVANNAH, LIGOTTI,PIPER, HEYER,ALLIE","24 10 4 3 5",4,7,6,178,13,6,6,0,5,0,1,3,4,"washu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"547","DELMORE,KAYLA, CHINTALA,ANISHA, GIBBS,SAVANNAH, LIGOTTI,PIPER, HEYER,ALLIE","21 10 4 3 5",4,4,5,133,4,3,-1,2,6,2,3,6,4,"washu2","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"548","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, LAFOND,LIV","3 4 10 21 34",4,8,7,260,2,8,0,0,7,2,5,9,1,"wooster","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER"
"549","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, HEYER,ALLIE, LAFOND,LIV","3 4 10 5 34",4,4,5,73,2,2,6,0,0,2,2,3,1,"wooster","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"550","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, HEYER,ALLIE, ARIAS,AVA","3 4 10 5 24",4,3,2,77,0,2,6,0,2,0,2,4,1,"wooster","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"551","LIGOTTI,PIPER, PROUTY,ANNA, CHINTALA,ANISHA, HEYER,ALLIE, ARIAS,AVA","3 20 10 5 24",4,2,3,58,0,0,8,0,1,0,2,3,1,"wooster","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER PROUTY,ANNA"
"552","DELMORE,KAYLA, PROUTY,ANNA, NAMBISAN,ISHA, HEYER,ALLIE, ARIAS,AVA","21 20 23 5 24",4,3,3,112,6,2,8,1,4,0,3,4,1,"wooster","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE NAMBISAN,ISHA PROUTY,ANNA"
"553","DELMORE,KAYLA, GIBBS,SAVANNAH, CHINTALA,ANISHA, HEYER,ALLIE, LAFOND,LIV","21 4 10 5 34",4,4,2,133,2,2,4,1,2,2,5,5,1,"wooster","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV"
"554","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, HEYER,ALLIE, LAFOND,LIV","3 4 10 5 34",4,5,6,190,3,5,4,2,6,0,4,9,2,"wooster","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"555","DELMORE,KAYLA, GIBBS,SAVANNAH, CHINTALA,ANISHA, HEYER,ALLIE, LAFOND,LIV","21 4 10 5 34",4,1,1,31,0,0,6,0,1,0,1,2,2,"wooster","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV"
"556","DELMORE,KAYLA, PROUTY,ANNA, CHINTALA,ANISHA, HEYER,ALLIE, LAFOND,LIV","21 20 10 5 34",4,3,3,105,0,7,6,0,3,1,3,5,2,"wooster","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV PROUTY,ANNA"
"557","DELMORE,KAYLA, GIBBS,SAVANNAH, CHINTALA,ANISHA, HEYER,ALLIE, LAFOND,LIV","21 4 10 5 34",4,4,4,110,0,8,13,1,4,2,4,4,2,"wooster","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV"
"558","DELMORE,KAYLA, GIBBS,SAVANNAH, NAMBISAN,ISHA, HEYER,ALLIE, LAFOND,LIV","21 4 23 5 34",4,2,1,51,0,0,21,0,1,0,0,1,2,"wooster","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV NAMBISAN,ISHA"
"559","DELMORE,KAYLA, GIBBS,SAVANNAH, CHINTALA,ANISHA, LIGOTTI,PIPER, LAFOND,LIV","21 4 10 3 34",4,10,10,268,5,11,21,4,11,2,6,14,3,"wooster","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER"
"560","DELMORE,KAYLA, PROUTY,ANNA, CHINTALA,ANISHA, HEYER,ALLIE, LAFOND,LIV","21 20 10 5 34",4,3,4,83,0,8,27,2,2,2,2,2,3,"wooster","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV PROUTY,ANNA"
"561","DELMORE,KAYLA, PROUTY,ANNA, CHINTALA,ANISHA, HEYER,ALLIE, ARIAS,AVA","21 20 10 5 24",4,0,0,13,0,0,35,0,0,0,0,0,3,"wooster","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE PROUTY,ANNA"
"562","NAMBISAN,ISHA, PROUTY,ANNA, CHINTALA,ANISHA, HEYER,ALLIE, ARIAS,AVA","23 20 10 5 24",4,14,12,458,5,16,35,4,15,1,11,20,3,"wooster","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE NAMBISAN,ISHA PROUTY,ANNA"
"563","LAFOND,LIV, PROUTY,ANNA, CHINTALA,ANISHA, LIGOTTI,PIPER, DELMORE,KAYLA","34 20 10 3 21",4,1,1,18,1,2,46,0,1,0,0,0,4,"wooster","CHINTALA,ANISHA DELMORE,KAYLA LAFOND,LIV LIGOTTI,PIPER PROUTY,ANNA"
"564","LAFOND,LIV, PROUTY,ANNA, GLOWASKY,SAM, LIGOTTI,PIPER, DELMORE,KAYLA","34 20 11 3 21",4,1,2,55,0,3,47,1,1,0,1,1,4,"wooster","DELMORE,KAYLA GLOWASKY,SAM LAFOND,LIV LIGOTTI,PIPER PROUTY,ANNA"
"565","JOSEPH,JAMIE, PROUTY,ANNA, GLOWASKY,SAM, LIGOTTI,PIPER, DELMORE,KAYLA","32 20 11 3 21",3,2,1,60,0,0,50,0,1,0,2,3,4,"wooster","DELMORE,KAYLA GLOWASKY,SAM JOSEPH,JAMIE LIGOTTI,PIPER PROUTY,ANNA"
"566","JOSEPH,JAMIE, PROUTY,ANNA, GLOWASKY,SAM, NAMBISAN,ISHA, DELMORE,KAYLA","32 20 11 23 21",3,1,2,72,1,2,50,0,2,0,1,1,4,"wooster","DELMORE,KAYLA GLOWASKY,SAM JOSEPH,JAMIE NAMBISAN,ISHA PROUTY,ANNA"
"567","JOSEPH,JAMIE, PROUTY,ANNA, GLOWASKY,SAM, NAMBISAN,ISHA, PRASAD,ANIKA","32 20 11 23 30",3,4,3,173,4,3,51,2,2,0,3,4,4,"wooster","GLOWASKY,SAM JOSEPH,JAMIE NAMBISAN,ISHA PRASAD,ANIKA PROUTY,ANNA"
