"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"246","LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, DELMORE,KAYLA, GIBBS,SAVANNAH","3 5 22 21 4",4,4,4,140,6,4,-9,0,4,0,1,2,4,"denison","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"247","LIGOTTI,PIPER, CHINTALA,ANISHA, OR,CATHERINE, DELMORE,KAYLA, GIBBS,SAVANNAH","3 10 22 21 4",4,3,4,119,2,6,-11,0,3,2,1,3,4,"denison","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"248","LIGOTTI,PIPER, CHINTALA,ANISHA, HEYER,ALLIE, DELMORE,KAYLA, GIBBS,SAVANNAH","3 10 5 21 4",4,1,0,10,1,0,-7,0,0,0,0,0,4,"denison","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"249","OR,CATHERINE, CHINTALA,ANISHA, HEYER,ALLIE, DELMORE,KAYLA, GIBBS,SAVANNAH","22 10 5 21 4",4,5,5,134,5,5,-8,1,4,2,1,3,4,"denison","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"250","OR,CATHERINE, CHINTALA,ANISHA, HEYER,ALLIE, DELMORE,KAYLA, LAFOND,LIV","22 10 5 21 34",5,2,3,29,3,4,-8,0,1,2,1,1,4,"denison","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"251","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","3 4 10 22 24",4,7,7,308,9,6,0,1,9,0,8,12,1,"emory","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"252","MATSKO,MEGAN, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","13 4 10 22 24",4,3,4,107,7,0,-3,0,1,0,0,1,1,"emory","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH MATSKO,MEGAN OR,CATHERINE"
"253","MATSKO,MEGAN, GIBBS,SAVANNAH, CHINTALA,ANISHA, HEYER,ALLIE, ARIAS,AVA","13 4 10 5 24",4,3,3,88,4,2,-10,1,2,0,1,3,1,"emory","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN"
"254","LIGOTTI,PIPER, BLACK,AVA, CHINTALA,ANISHA, HEYER,ALLIE, LAFOND,LIV","3 1 10 5 34",4,3,2,84,0,2,-12,0,1,0,0,0,1,"emory","BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"255","LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, HEYER,ALLIE, LAFOND,LIV","3 4 22 5 34",4,0,2,51,0,2,-10,1,2,0,0,1,1,"emory","GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"256","LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, HEYER,ALLIE, ARIAS,AVA","3 4 22 5 24",4,2,1,42,3,0,-8,1,1,0,1,2,2,"emory","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"257","LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, ARIAS,AVA","3 4 22 10 24",4,2,3,69,0,2,-11,1,2,0,2,3,2,"emory","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"258","NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, ARIAS,AVA","23 4 22 10 24",4,3,2,80,1,1,-9,0,0,2,1,1,2,"emory","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"259","NAMBISAN,ISHA, GIBBS,SAVANNAH, LIGOTTI,PIPER, CHINTALA,ANISHA, ARIAS,AVA","23 4 3 10 24",4,0,0,9,0,0,-9,0,0,0,0,0,2,"emory","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA"
"260","OR,CATHERINE, GIBBS,SAVANNAH, LIGOTTI,PIPER, CHINTALA,ANISHA, ARIAS,AVA","22 4 3 10 24",4,4,4,136,2,4,-9,1,4,0,2,5,2,"emory","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"261","OR,CATHERINE, BLACK,AVA, LIGOTTI,PIPER, CHINTALA,ANISHA, MATSKO,MEGAN","22 1 3 10 13",4,1,2,62,0,2,-7,1,2,0,1,3,2,"emory","BLACK,AVA CHINTALA,ANISHA LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"262","OR,CATHERINE, GIBBS,SAVANNAH, LIGOTTI,PIPER, CHINTALA,ANISHA, MATSKO,MEGAN","22 4 3 10 13",4,4,3,99,5,5,-5,2,3,0,0,1,2,"emory","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"263","OR,CATHERINE, GIBBS,SAVANNAH, LIGOTTI,PIPER, CHINTALA,ANISHA, ARIAS,AVA","22 4 3 10 24",4,7,8,265,7,7,-5,1,5,0,2,5,2,"emory","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"264","OR,CATHERINE, BLACK,AVA, LIGOTTI,PIPER, CHINTALA,ANISHA, ARIAS,AVA","22 1 3 10 24",4,2,1,43,2,0,-5,1,1,0,1,2,3,"emory","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA LIGOTTI,PIPER OR,CATHERINE"
"265","HEYER,ALLIE, BLACK,AVA, LIGOTTI,PIPER, CHINTALA,ANISHA, ARIAS,AVA","5 1 3 10 24",4,1,1,63,2,0,-7,0,0,2,0,2,3,"emory","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER"
"266","HEYER,ALLIE, GIBBS,SAVANNAH, LIGOTTI,PIPER, OR,CATHERINE, ARIAS,AVA","5 4 3 22 24",4,6,7,248,3,7,-9,2,6,2,5,7,3,"emory","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"267","HEYER,ALLIE, GIBBS,SAVANNAH, LIGOTTI,PIPER, CHINTALA,ANISHA, ARIAS,AVA","5 4 3 10 24",4,3,3,122,6,4,-5,0,2,0,1,1,3,"emory","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"268","HEYER,ALLIE, GIBBS,SAVANNAH, LIGOTTI,PIPER, OR,CATHERINE, ARIAS,AVA","5 4 3 22 24",4,4,5,199,4,4,-7,0,7,0,3,7,4,"emory","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"269","CHINTALA,ANISHA, GIBBS,SAVANNAH, LIGOTTI,PIPER, OR,CATHERINE, ARIAS,AVA","10 4 3 22 24",4,5,5,190,5,2,-7,2,5,0,1,6,4,"emory","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"270","HEYER,ALLIE, GIBBS,SAVANNAH, LIGOTTI,PIPER, OR,CATHERINE, DELMORE,KAYLA","5 4 3 22 21",4,5,4,135,2,2,-10,2,4,0,2,5,4,"emory","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"271","JOSEPH,JAMIE, GLOWASKY,SAM, MATSKO,MEGAN, OR,CATHERINE, PRASAD,ANIKA","32 11 13 22 30",4,5,4,146,4,4,0,1,4,1,3,6,1,"emory2","GLOWASKY,SAM JOSEPH,JAMIE MATSKO,MEGAN OR,CATHERINE PRASAD,ANIKA"
"272","ARIAS,AVA, LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA","24 3 4 22 10",4,4,4,137,2,4,0,1,3,0,3,4,1,"emory2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"273","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA","24 5 4 22 10",4,3,4,93,2,3,2,2,4,0,2,4,1,"emory2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"274","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, DELMORE,KAYLA, CHINTALA,ANISHA","24 5 4 21 10",4,1,1,20,2,0,3,0,0,0,0,0,1,"emory2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE"
"275","MATSKO,MEGAN, HEYER,ALLIE, GIBBS,SAVANNAH, DELMORE,KAYLA, CHINTALA,ANISHA","13 5 4 21 10",4,1,0,44,0,0,1,0,1,0,2,2,1,"emory2","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN"
"276","MATSKO,MEGAN, HEYER,ALLIE, GIBBS,SAVANNAH, DELMORE,KAYLA, OR,CATHERINE","13 5 4 21 22",4,4,5,109,5,0,1,2,3,0,2,4,1,"emory2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"277","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, DELMORE,KAYLA, OR,CATHERINE","24 5 4 21 22",4,6,5,163,3,5,-4,1,3,0,3,6,1,"emory2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"278","ARIAS,AVA, HEYER,ALLIE, GIBBS,SAVANNAH, LIGOTTI,PIPER, OR,CATHERINE","24 5 4 3 22",4,3,3,107,2,2,-2,1,3,0,2,4,2,"emory2","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"279","ARIAS,AVA, CHINTALA,ANISHA, BLACK,AVA, LIGOTTI,PIPER, OR,CATHERINE","24 10 1 3 22",4,5,4,189,5,6,-2,0,3,0,2,3,2,"emory2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA LIGOTTI,PIPER OR,CATHERINE"
"280","ARIAS,AVA, CHINTALA,ANISHA, GIBBS,SAVANNAH, HEYER,ALLIE, DELMORE,KAYLA","24 10 4 5 21",4,0,2,55,0,0,-1,2,3,0,2,3,2,"emory2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE"
"281","OR,CATHERINE, CHINTALA,ANISHA, GIBBS,SAVANNAH, HEYER,ALLIE, DELMORE,KAYLA","22 10 4 5 21",4,2,1,56,0,0,-1,0,1,0,2,4,2,"emory2","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"282","OR,CATHERINE, ARIAS,AVA, GIBBS,SAVANNAH, HEYER,ALLIE, DELMORE,KAYLA","22 24 4 5 21",4,3,3,81,5,0,-1,0,1,0,1,2,2,"emory2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"283","OR,CATHERINE, ARIAS,AVA, GIBBS,SAVANNAH, LIGOTTI,PIPER, CHINTALA,ANISHA","22 24 4 3 10",4,5,4,182,3,4,-6,0,5,2,4,8,3,"emory2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"284","OR,CATHERINE, DELMORE,KAYLA, GIBBS,SAVANNAH, LIGOTTI,PIPER, HEYER,ALLIE","22 21 4 3 5",4,2,2,146,3,2,-5,0,1,0,0,3,3,"emory2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"285","OR,CATHERINE, CHINTALA,ANISHA, GIBBS,SAVANNAH, LIGOTTI,PIPER, HEYER,ALLIE","22 10 4 3 5",4,5,5,190,7,6,-6,0,5,0,0,4,3,"emory2","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"286","OR,CATHERINE, CHINTALA,ANISHA, GIBBS,SAVANNAH, ARIAS,AVA, HEYER,ALLIE","22 10 4 24 5",4,3,3,108,8,2,-7,0,1,0,0,0,3,"emory2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"287","OR,CATHERINE, CHINTALA,ANISHA, GIBBS,SAVANNAH, DELMORE,KAYLA, HEYER,ALLIE","22 10 4 21 5",4,2,2,99,2,5,-13,1,3,1,1,3,4,"emory2","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"288","OR,CATHERINE, LIGOTTI,PIPER, GIBBS,SAVANNAH, DELMORE,KAYLA, HEYER,ALLIE","22 3 4 21 5",4,1,0,46,2,1,-10,0,0,1,0,1,4,"emory2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"289","CHINTALA,ANISHA, LIGOTTI,PIPER, GIBBS,SAVANNAH, DELMORE,KAYLA, HEYER,ALLIE","10 3 4 21 5",4,2,1,78,5,2,-11,1,2,1,1,2,4,"emory2","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"290","CHINTALA,ANISHA, OR,CATHERINE, LAFOND,LIV, DELMORE,KAYLA, HEYER,ALLIE","10 22 34 21 5",5,3,3,93,3,2,-14,1,6,0,5,7,4,"emory2","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"291","CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH, DELMORE,KAYLA, HEYER,ALLIE","10 22 4 21 5",4,4,5,162,6,2,-15,0,7,0,2,7,4,"emory2","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"292","PRASAD,ANIKA, JOSEPH,JAMIE, GLOWASKY,SAM, DELMORE,KAYLA, MATSKO,MEGAN","30 32 11 21 13",4,3,3,96,3,4,-19,1,2,2,2,3,4,"emory2","DELMORE,KAYLA GLOWASKY,SAM JOSEPH,JAMIE MATSKO,MEGAN PRASAD,ANIKA"
"293","GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, OR,CATHERINE, ARIAS,AVA","4 10 21 22 24",4,9,8,242,4,13,0,1,7,4,8,11,1,"geneva","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH OR,CATHERINE"
"294","GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, HEYER,ALLIE, ARIAS,AVA","4 10 21 5 24",4,2,2,62,0,2,9,0,3,0,1,2,1,"geneva","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE"
"295","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, HEYER,ALLIE, ARIAS,AVA","4 10 22 5 24",4,2,3,75,0,1,11,1,2,2,2,4,1,"geneva","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"296","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, HEYER,ALLIE, LAFOND,LIV","4 10 22 5 34",4,2,1,48,2,3,12,1,1,0,1,1,1,"geneva","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"297","LIGOTTI,PIPER, PROUTY,ANNA, OR,CATHERINE, HEYER,ALLIE, LAFOND,LIV","3 20 22 5 34",4,3,3,60,2,0,13,0,1,0,3,3,1,"geneva","HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
"298","LIGOTTI,PIPER, PROUTY,ANNA, OR,CATHERINE, NAMBISAN,ISHA, LAFOND,LIV","3 20 22 23 34",4,1,2,46,0,2,11,0,2,0,0,1,1,"geneva","LAFOND,LIV LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA"
"299","LIGOTTI,PIPER, PROUTY,ANNA, OR,CATHERINE, NAMBISAN,ISHA, ARIAS,AVA","3 20 22 23 24",4,1,0,14,0,0,13,0,0,0,0,0,1,"geneva","ARIAS,AVA LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA"
"300","LIGOTTI,PIPER, PROUTY,ANNA, DELMORE,KAYLA, NAMBISAN,ISHA, ARIAS,AVA","3 20 21 23 24",4,2,2,53,2,2,13,0,1,2,2,4,1,"geneva","ARIAS,AVA DELMORE,KAYLA LIGOTTI,PIPER NAMBISAN,ISHA PROUTY,ANNA"
"301","GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, OR,CATHERINE, ARIAS,AVA","4 10 21 22 24",4,2,2,49,0,4,13,0,1,2,1,1,2,"geneva","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH OR,CATHERINE"
"302","GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA","4 10 23 22 24",4,2,1,51,0,2,17,1,2,0,2,2,2,"geneva","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"303","GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE, PROUTY,ANNA","4 10 23 22 20",3,1,1,38,3,3,19,1,1,0,0,0,2,"geneva","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA"
"304","GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA, DELMORE,KAYLA, PROUTY,ANNA","4 10 23 21 20",3,6,6,182,0,6,19,3,5,2,5,9,2,"geneva","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH NAMBISAN,ISHA PROUTY,ANNA"
"305","GIBBS,SAVANNAH, LIGOTTI,PIPER, OR,CATHERINE, HEYER,ALLIE, PROUTY,ANNA","4 3 22 5 20",3,4,4,110,6,7,25,2,3,2,1,2,2,"geneva","GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
"306","GIBBS,SAVANNAH, LIGOTTI,PIPER, OR,CATHERINE, HEYER,ALLIE, ARIAS,AVA","4 3 22 5 24",4,3,4,67,0,2,26,0,3,0,3,5,2,"geneva","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"307","GIBBS,SAVANNAH, LIGOTTI,PIPER, DELMORE,KAYLA, HEYER,ALLIE, ARIAS,AVA","4 3 21 5 24",4,3,2,66,0,2,28,1,3,0,3,5,2,"geneva","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"308","GIBBS,SAVANNAH, LIGOTTI,PIPER, DELMORE,KAYLA, CHINTALA,ANISHA, ARIAS,AVA","4 3 21 10 24",4,1,2,37,0,2,30,0,2,0,1,2,2,"geneva","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"309","GIBBS,SAVANNAH, OR,CATHERINE, DELMORE,KAYLA, CHINTALA,ANISHA, ARIAS,AVA","4 22 21 10 24",4,6,7,178,6,9,32,2,5,0,3,7,3,"geneva","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH OR,CATHERINE"
"310","GIBBS,SAVANNAH, HEYER,ALLIE, DELMORE,KAYLA, CHINTALA,ANISHA, ARIAS,AVA","4 5 21 10 24",4,3,3,66,6,2,35,0,2,2,1,3,3,"geneva","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE"
"311","GIBBS,SAVANNAH, HEYER,ALLIE, DELMORE,KAYLA, CHINTALA,ANISHA, PROUTY,ANNA","4 5 21 10 20",3,9,8,191,13,14,31,2,4,8,2,3,3,"geneva","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE PROUTY,ANNA"
"312","GIBBS,SAVANNAH, LIGOTTI,PIPER, DELMORE,KAYLA, CHINTALA,ANISHA, PROUTY,ANNA","4 3 21 10 20",3,2,2,63,4,1,32,0,0,2,0,1,3,"geneva","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER PROUTY,ANNA"
"313","OR,CATHERINE, LIGOTTI,PIPER, DELMORE,KAYLA, CHINTALA,ANISHA, PROUTY,ANNA","22 3 21 10 20",4,3,2,63,0,4,29,0,2,0,0,0,3,"geneva","CHINTALA,ANISHA DELMORE,KAYLA LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
"314","OR,CATHERINE, LIGOTTI,PIPER, DELMORE,KAYLA, NAMBISAN,ISHA, PROUTY,ANNA","22 3 21 23 20",4,2,3,82,2,0,33,2,3,0,1,4,3,"geneva","DELMORE,KAYLA LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA"
"315","OR,CATHERINE, LIGOTTI,PIPER, DELMORE,KAYLA, NAMBISAN,ISHA, GIBBS,SAVANNAH","22 3 21 23 4",4,2,3,96,2,4,31,2,3,2,3,5,4,"geneva","DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"316","OR,CATHERINE, LIGOTTI,PIPER, CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH","22 3 10 23 4",4,4,3,83,2,2,33,1,2,0,2,3,4,"geneva","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"317","ARIAS,AVA, LIGOTTI,PIPER, CHINTALA,ANISHA, NAMBISAN,ISHA, PROUTY,ANNA","24 3 10 23 20",4,5,6,141,6,8,33,1,6,0,2,5,4,"geneva","ARIAS,AVA CHINTALA,ANISHA LIGOTTI,PIPER NAMBISAN,ISHA PROUTY,ANNA"
"318","LAFOND,LIV, LIGOTTI,PIPER, CHINTALA,ANISHA, NAMBISAN,ISHA, PROUTY,ANNA","34 3 10 23 20",4,3,2,67,2,4,35,0,2,0,2,2,4,"geneva","CHINTALA,ANISHA LAFOND,LIV LIGOTTI,PIPER NAMBISAN,ISHA PROUTY,ANNA"
"319","LAFOND,LIV, LIGOTTI,PIPER, CHINTALA,ANISHA, GLOWASKY,SAM, PROUTY,ANNA","34 3 10 11 20",4,1,2,39,2,0,37,0,0,2,0,0,4,"geneva","CHINTALA,ANISHA GLOWASKY,SAM LAFOND,LIV LIGOTTI,PIPER PROUTY,ANNA"
"320","LAFOND,LIV, LIGOTTI,PIPER, CHINTALA,ANISHA, GLOWASKY,SAM, JOSEPH,JAMIE","34 3 10 11 32",4,7,6,131,10,4,35,2,4,4,4,7,4,"geneva","CHINTALA,ANISHA GLOWASKY,SAM JOSEPH,JAMIE LAFOND,LIV LIGOTTI,PIPER"
"321","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, ARIAS,AVA","3 4 10 21 24",4,7,6,187,8,2,0,0,5,0,2,7,1,"grove city","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"322","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, MATSKO,MEGAN","3 4 10 21 13",4,5,5,141,2,5,-6,3,6,0,4,7,1,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER MATSKO,MEGAN"
"323","HEYER,ALLIE, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, MATSKO,MEGAN","5 4 10 21 13",4,0,0,1,0,0,-3,0,0,0,0,0,1,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN"
"324","HEYER,ALLIE, GIBBS,SAVANNAH, NAMBISAN,ISHA, DELMORE,KAYLA, MATSKO,MEGAN","5 4 23 21 13",4,2,2,88,0,3,-3,1,3,0,3,4,1,"grove city","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN NAMBISAN,ISHA"
"325","HEYER,ALLIE, GIBBS,SAVANNAH, NAMBISAN,ISHA, CHINTALA,ANISHA, MATSKO,MEGAN","5 4 23 10 13",4,4,3,56,0,2,0,4,5,0,5,7,1,"grove city","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN NAMBISAN,ISHA"
"326","HEYER,ALLIE, GIBBS,SAVANNAH, DELMORE,KAYLA, CHINTALA,ANISHA, MATSKO,MEGAN","5 4 21 10 13",4,3,3,89,3,3,2,2,4,2,3,5,1,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN"
"327","HEYER,ALLIE, PROUTY,ANNA, DELMORE,KAYLA, CHINTALA,ANISHA, MATSKO,MEGAN","5 20 21 10 13",4,4,4,176,8,3,2,1,2,0,1,3,1,"grove city","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN PROUTY,ANNA"
"328","HEYER,ALLIE, ARIAS,AVA, DELMORE,KAYLA, CHINTALA,ANISHA, GIBBS,SAVANNAH","5 24 21 10 4",4,3,3,88,4,2,-3,1,3,0,1,3,2,"grove city","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE"
"329","LIGOTTI,PIPER, ARIAS,AVA, DELMORE,KAYLA, CHINTALA,ANISHA, GIBBS,SAVANNAH","3 24 21 10 4",4,1,1,38,0,0,-5,1,1,0,1,2,2,"grove city","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"330","LIGOTTI,PIPER, LAFOND,LIV, DELMORE,KAYLA, CHINTALA,ANISHA, GIBBS,SAVANNAH","3 34 21 10 4",4,2,4,91,0,0,-5,1,3,0,1,4,2,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER"
