"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"933","HEYER,ALLIE, TIMKO,NICOLE, LIGOTTI,PIPER, CHINTALA,ANISHA, LAFOND,LIV","5 24 3 10 43",4,2,3,73,3,4,34,1,1,6,1,2,3,NA,"CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER TIMKO,NICOLE"
"934","HEYER,ALLIE, TIMKO,NICOLE, LIGOTTI,PIPER, PEPER,ANYA, LAFOND,LIV","5 24 3 14 43",4,0,-1,13,0,0,35,0,1,0,2,2,4,NA,"HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA TIMKO,NICOLE"
"935","HEYER,ALLIE, KATZ,JUSTINE, LIGOTTI,PIPER, PEPER,ANYA, LAFOND,LIV","5 2 3 14 43",4,1,1,37,2,0,35,1,1,0,0,2,4,NA,"HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA"
"936","HEYER,ALLIE, KATZ,JUSTINE, LIGOTTI,PIPER, PEPER,ANYA, TIMKO,NICOLE","5 2 3 14 24",5,7,7,237,11,9,33,2,6,2,1,6,4,NA,"HEYER,ALLIE KATZ,JUSTINE LIGOTTI,PIPER PEPER,ANYA TIMKO,NICOLE"
"937","HEYER,ALLIE, KATZ,JUSTINE, LIGOTTI,PIPER, PEPER,ANYA, LAFOND,LIV","5 2 3 14 43",4,2,2,79,6,0,31,2,2,2,1,3,4,NA,"HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA"
"938","HEYER,ALLIE, KATZ,JUSTINE, LIGOTTI,PIPER, PEPER,ANYA, ARIAS,AVA","5 2 3 14 23",5,4,5,109,3,7,25,2,4,2,3,5,4,NA,"ARIAS,AVA HEYER,ALLIE KATZ,JUSTINE LIGOTTI,PIPER PEPER,ANYA"
"939","HEYER,ALLIE, KATZ,JUSTINE, TIMKO,NICOLE, PEPER,ANYA, ARIAS,AVA","5 2 24 14 23",5,3,2,101,1,2,29,1,3,0,3,4,4,NA,"ARIAS,AVA HEYER,ALLIE KATZ,JUSTINE PEPER,ANYA TIMKO,NICOLE"
"940","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,5,5,164,9,0,0,0,1,0,0,1,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"941","PEPER,ANYA, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, ARIAS,AVA","14 4 10 21 23",4,4,5,114,7,5,-9,0,3,1,1,3,1,NA,"ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH PEPER,ANYA"
"942","PEPER,ANYA, GIBBS,SAVANNAH, OR,CATHERINE, TIMKO,NICOLE, ARIAS,AVA","14 4 22 24 23",4,2,1,135,6,2,-11,2,4,0,3,4,1,NA,"ARIAS,AVA GIBBS,SAVANNAH OR,CATHERINE PEPER,ANYA TIMKO,NICOLE"
"943","DELMORE,KAYLA, BANEY,PAYTON, OR,CATHERINE, TIMKO,NICOLE, ARIAS,AVA","21 15 22 24 23",4,4,5,163,7,6,-15,2,4,2,2,4,1,NA,"ARIAS,AVA BANEY,PAYTON DELMORE,KAYLA OR,CATHERINE TIMKO,NICOLE"
"944","NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, TIMKO,NICOLE, ARIAS,AVA","33 15 22 24 23",4,7,4,160,7,4,-16,1,4,0,0,5,1,NA,"ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"945","NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE, TIMKO,NICOLE, ARIAS,AVA","33 4 22 24 23",4,3,2,127,5,5,-19,1,2,1,1,1,2,NA,"ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"946","NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE, BANEY,PAYTON, CHINTALA,ANISHA","33 4 22 15 10",3,2,2,76,0,0,-19,0,0,1,1,3,2,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"947","NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE, ARIAS,AVA, CHINTALA,ANISHA","33 4 22 23 10",4,5,5,173,11,4,-19,0,2,4,0,2,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"948","DELMORE,KAYLA, GIBBS,SAVANNAH, PEPER,ANYA, ARIAS,AVA, CHINTALA,ANISHA","21 4 14 23 10",4,2,2,62,0,1,-26,0,0,2,1,1,2,NA,"ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH PEPER,ANYA"
"949","DELMORE,KAYLA, GIBBS,SAVANNAH, PEPER,ANYA, ARIAS,AVA, HEYER,ALLIE","21 4 14 23 5",4,1,0,26,2,0,-25,0,0,0,0,0,2,NA,"ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE PEPER,ANYA"
"950","OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA","22 4 15 33 10",3,8,7,215,9,0,-27,1,5,0,4,10,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"951","OR,CATHERINE, PROUTY,ANNA, ARIAS,AVA, TIMKO,NICOLE, DELMORE,KAYLA","22 11 23 24 21",4,3,3,101,2,5,-36,1,2,2,2,3,3,NA,"ARIAS,AVA DELMORE,KAYLA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"952","CHINTALA,ANISHA, PROUTY,ANNA, ARIAS,AVA, TIMKO,NICOLE, DELMORE,KAYLA","10 11 23 24 21",4,4,4,121,2,2,-33,0,3,0,0,2,3,NA,"ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA PROUTY,ANNA TIMKO,NICOLE"
"953","CHINTALA,ANISHA, PROUTY,ANNA, ARIAS,AVA, NAMBISAN,ISHA, DELMORE,KAYLA","10 11 23 33 21",4,2,3,91,2,2,-33,0,2,0,1,2,3,NA,"ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA NAMBISAN,ISHA PROUTY,ANNA"
"954","CHINTALA,ANISHA, GIBBS,SAVANNAH, BANEY,PAYTON, NAMBISAN,ISHA, PEPER,ANYA","10 4 15 33 14",3,2,2,72,3,2,-33,1,2,0,1,2,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA PEPER,ANYA"
"955","OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON, NAMBISAN,ISHA, PEPER,ANYA","22 4 15 33 14",3,6,6,222,8,10,-34,2,5,0,1,2,4,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"956","OR,CATHERINE, GIBBS,SAVANNAH, HEYER,ALLIE, LAFOND,LIV, LIGOTTI,PIPER","22 4 5 43 3",3,1,2,85,3,2,-32,0,3,0,1,3,4,NA,"GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"957","DELMORE,KAYLA, GIBBS,SAVANNAH, HEYER,ALLIE, LAFOND,LIV, LIGOTTI,PIPER","21 4 5 43 3",3,2,2,49,2,6,-33,1,3,1,2,2,4,NA,"DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"958","DELMORE,KAYLA, KATZ,JUSTINE, HEYER,ALLIE, LAFOND,LIV, LIGOTTI,PIPER","21 2 5 43 3",4,5,5,244,6,6,-29,1,6,1,3,7,4,NA,"DELMORE,KAYLA HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER"
"959","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,9,9,326,15,5,0,2,5,2,3,8,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"960","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","23 4 10 22 24",4,4,3,149,5,2,-10,1,3,0,0,4,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"961","ARIAS,AVA, GIBBS,SAVANNAH, NAMBISAN,ISHA, OR,CATHERINE, TIMKO,NICOLE","23 4 33 22 24",4,0,1,29,0,0,-13,0,0,0,0,0,1,NA,"ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"962","ARIAS,AVA, GIBBS,SAVANNAH, NAMBISAN,ISHA, CHINTALA,ANISHA, TIMKO,NICOLE","23 4 33 10 24",4,3,2,96,2,0,-13,0,1,0,1,4,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"963","BANEY,PAYTON, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, TIMKO,NICOLE","15 4 22 10 24",3,3,3,97,6,0,-15,0,1,0,1,2,2,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"964","BANEY,PAYTON, PROUTY,ANNA, OR,CATHERINE, CHINTALA,ANISHA, TIMKO,NICOLE","15 11 22 10 24",3,2,3,92,3,5,-21,1,3,2,2,3,2,NA,"BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"965","BANEY,PAYTON, PROUTY,ANNA, NAMBISAN,ISHA, CHINTALA,ANISHA, TIMKO,NICOLE","15 11 33 10 24",3,3,1,80,1,2,-19,0,2,0,2,3,2,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA PROUTY,ANNA TIMKO,NICOLE"
"966","ARIAS,AVA, PROUTY,ANNA, NAMBISAN,ISHA, CHINTALA,ANISHA, TIMKO,NICOLE","23 11 33 10 24",4,1,2,75,3,3,-18,1,1,0,0,2,2,NA,"ARIAS,AVA CHINTALA,ANISHA NAMBISAN,ISHA PROUTY,ANNA TIMKO,NICOLE"
"967","ARIAS,AVA, PROUTY,ANNA, OR,CATHERINE, CHINTALA,ANISHA, HEYER,ALLIE","23 11 22 10 5",4,4,3,142,8,2,-18,1,3,0,1,3,2,NA,"ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE PROUTY,ANNA"
"968","ARIAS,AVA, BANEY,PAYTON, OR,CATHERINE, GIBBS,SAVANNAH, HEYER,ALLIE","23 15 22 4 5",3,2,3,79,2,3,-24,0,1,1,1,1,2,NA,"ARIAS,AVA BANEY,PAYTON GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"969","ARIAS,AVA, NAMBISAN,ISHA, LAFOND,LIV, GIBBS,SAVANNAH, CHINTALA,ANISHA","23 33 43 4 10",3,1,1,35,0,0,-23,0,1,0,1,1,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV NAMBISAN,ISHA"
"970","BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","15 33 22 4 10",3,8,8,225,4,8,-23,1,5,2,3,6,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"971","ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","23 33 22 4 10",4,3,4,84,3,4,-19,1,2,2,3,3,3,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"972","ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE","23 33 22 4 24",4,1,1,31,0,0,-18,0,0,0,1,1,3,NA,"ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"973","ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE, BANEY,PAYTON, TIMKO,NICOLE","23 33 22 15 24",4,5,5,209,5,12,-18,2,4,2,2,5,3,NA,"ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"974","CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH, BANEY,PAYTON, TIMKO,NICOLE","10 33 4 15 24",3,2,1,51,5,0,-11,0,0,0,0,0,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"975","CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH, BANEY,PAYTON, OR,CATHERINE","10 33 4 15 22",3,1,3,111,2,2,-16,0,4,0,2,3,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"976","CHINTALA,ANISHA, TIMKO,NICOLE, GIBBS,SAVANNAH, BANEY,PAYTON, OR,CATHERINE","10 24 4 15 22",3,1,1,34,2,0,-16,0,1,0,0,1,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"977","CHINTALA,ANISHA, TIMKO,NICOLE, PROUTY,ANNA, BANEY,PAYTON, OR,CATHERINE","10 24 11 15 22",3,3,2,107,0,0,-18,0,3,0,4,7,4,NA,"BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"978","NAMBISAN,ISHA, TIMKO,NICOLE, PROUTY,ANNA, BANEY,PAYTON, OR,CATHERINE","33 24 11 15 22",3,3,3,75,7,2,-18,0,2,0,2,2,4,NA,"BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"979","LAFOND,LIV, CHINTALA,ANISHA, PROUTY,ANNA, KATZ,JUSTINE, HEYER,ALLIE","43 10 11 2 5",3,7,7,273,10,2,-23,0,3,2,2,6,4,NA,"CHINTALA,ANISHA HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV PROUTY,ANNA"
"980","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","15 10 22 23 33",4,6,7,193,4,2,0,0,3,2,3,4,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"981","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE, NAMBISAN,ISHA","15 10 22 24 33",4,1,1,45,0,0,-2,1,2,0,1,3,1,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"982","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE, NAMBISAN,ISHA","4 10 22 24 33",4,5,5,143,2,11,-2,1,3,4,0,3,1,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"983","GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, TIMKO,NICOLE, NAMBISAN,ISHA","4 5 22 24 33",4,2,2,68,0,2,7,0,1,1,0,3,1,NA,"GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"984","GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, TIMKO,NICOLE, NAMBISAN,ISHA","4 5 10 24 33",4,3,3,68,3,4,9,0,1,2,2,2,1,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA TIMKO,NICOLE"
"985","LIGOTTI,PIPER, HEYER,ALLIE, CHINTALA,ANISHA, TIMKO,NICOLE, BANEY,PAYTON","3 5 10 24 15",4,4,3,83,2,4,10,0,2,4,3,4,1,NA,"BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER TIMKO,NICOLE"
"986","LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, TIMKO,NICOLE, BANEY,PAYTON","3 5 22 24 15",4,6,5,149,4,9,12,1,5,0,3,5,2,NA,"BANEY,PAYTON HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"987","LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, NAMBISAN,ISHA, CHINTALA,ANISHA","3 4 22 33 10",4,2,2,62,0,2,17,0,1,0,0,0,2,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"988","ARIAS,AVA, GIBBS,SAVANNAH, OR,CATHERINE, NAMBISAN,ISHA, CHINTALA,ANISHA","23 4 22 33 10",4,3,3,124,0,0,19,1,3,0,2,4,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"989","ARIAS,AVA, LAFOND,LIV, OR,CATHERINE, NAMBISAN,ISHA, CHINTALA,ANISHA","23 43 22 33 10",4,1,1,43,0,0,19,1,2,0,2,3,2,NA,"ARIAS,AVA CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE"
"990","ARIAS,AVA, LAFOND,LIV, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","23 43 22 33 24",4,0,1,18,0,0,19,0,0,0,0,0,2,NA,"ARIAS,AVA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"991","BANEY,PAYTON, LAFOND,LIV, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","15 43 22 33 24",3,4,3,96,6,0,19,0,2,0,2,4,2,NA,"BANEY,PAYTON LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"992","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","15 10 22 33 24",4,4,5,108,3,8,13,4,5,1,0,3,2,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"993","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA, ARIAS,AVA","15 10 22 33 23",4,3,3,167,5,2,18,1,2,0,1,5,3,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"994","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","15 10 22 33 24",4,4,4,137,0,8,15,2,4,1,5,6,3,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"995","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","4 10 22 33 24",4,1,1,24,0,0,23,1,1,0,0,1,3,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"996","GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","4 5 22 33 24",4,2,1,49,0,3,23,1,2,2,2,2,3,NA,"GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"997","GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, LIGOTTI,PIPER, TIMKO,NICOLE","4 5 22 3 24",4,1,2,34,0,4,26,1,1,2,0,0,3,NA,"GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"998","GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, LIGOTTI,PIPER, KATZ,JUSTINE","4 5 22 3 2",4,5,4,139,0,1,30,1,3,2,4,8,3,NA,"GIBBS,SAVANNAH HEYER,ALLIE KATZ,JUSTINE LIGOTTI,PIPER OR,CATHERINE"
"999","GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, LIGOTTI,PIPER, KATZ,JUSTINE","4 5 10 3 2",4,2,2,27,2,3,31,1,1,0,0,0,3,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE KATZ,JUSTINE LIGOTTI,PIPER"
"1000","PEPER,ANYA, HEYER,ALLIE, CHINTALA,ANISHA, LIGOTTI,PIPER, KATZ,JUSTINE","14 5 10 3 2",5,2,2,23,4,0,32,0,0,0,0,0,3,NA,"CHINTALA,ANISHA HEYER,ALLIE KATZ,JUSTINE LIGOTTI,PIPER PEPER,ANYA"
"1001","PEPER,ANYA, OR,CATHERINE, NAMBISAN,ISHA, BANEY,PAYTON, KATZ,JUSTINE","14 22 33 15 2",4,3,3,124,1,4,28,0,2,0,3,4,4,NA,"BANEY,PAYTON KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"1002","PEPER,ANYA, OR,CATHERINE, NAMBISAN,ISHA, LAFOND,LIV, KATZ,JUSTINE","14 22 33 43 2",4,1,0,28,0,0,31,0,0,0,0,0,4,NA,"KATZ,JUSTINE LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"1003","PEPER,ANYA, OR,CATHERINE, LIGOTTI,PIPER, LAFOND,LIV, KATZ,JUSTINE","14 22 3 43 2",4,2,3,130,2,0,31,2,5,2,5,6,4,NA,"KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE PEPER,ANYA"
"1004","PEPER,ANYA, TIMKO,NICOLE, LIGOTTI,PIPER, LAFOND,LIV, KATZ,JUSTINE","14 24 3 43 2",4,3,3,91,2,5,29,1,4,0,2,4,4,NA,"KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA TIMKO,NICOLE"
"1005","PEPER,ANYA, TIMKO,NICOLE, ARIAS,AVA, LAFOND,LIV, KATZ,JUSTINE","14 24 23 43 2",4,8,7,227,3,9,32,1,5,4,6,9,4,NA,"ARIAS,AVA KATZ,JUSTINE LAFOND,LIV PEPER,ANYA TIMKO,NICOLE"
"1006","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","4 10 22 23 33",4,8,7,234,2,4,0,0,7,0,7,11,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1007","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, BANEY,PAYTON, TIMKO,NICOLE","4 10 22 15 24",3,5,6,159,2,6,2,1,6,0,5,7,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"1008","ARIAS,AVA, CHINTALA,ANISHA, NAMBISAN,ISHA, BANEY,PAYTON, TIMKO,NICOLE","23 10 33 15 24",4,4,4,121,4,6,6,1,4,0,2,3,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA TIMKO,NICOLE"
"1009","ARIAS,AVA, HEYER,ALLIE, NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE","23 5 33 15 22",4,1,1,48,2,2,8,0,1,0,0,1,1,NA,"ARIAS,AVA BANEY,PAYTON HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"1010","GIBBS,SAVANNAH, HEYER,ALLIE, NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE","4 5 33 15 22",3,1,1,22,2,1,8,0,0,2,0,0,1,NA,"BANEY,PAYTON GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"1011","GIBBS,SAVANNAH, CHINTALA,ANISHA, PEPER,ANYA, BANEY,PAYTON, OR,CATHERINE","4 10 14 15 22",3,1,0,16,0,0,7,0,0,0,0,1,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE PEPER,ANYA"
"1012","GIBBS,SAVANNAH, CHINTALA,ANISHA, ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE","4 10 23 33 22",4,4,3,82,4,2,7,1,2,1,1,3,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1013","GIBBS,SAVANNAH, TIMKO,NICOLE, BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE","4 24 15 33 22",3,6,6,173,10,6,5,3,6,0,3,5,2,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1014","GIBBS,SAVANNAH, PEPER,ANYA, BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE","4 14 15 33 22",3,6,6,176,7,13,1,2,6,1,2,4,2,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"1015","TIMKO,NICOLE, LAFOND,LIV, BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE","24 43 15 33 22",3,6,7,169,8,4,7,0,4,0,2,4,2,NA,"BANEY,PAYTON LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1016","CHINTALA,ANISHA, ARIAS,AVA, GIBBS,SAVANNAH, NAMBISAN,ISHA, OR,CATHERINE","10 23 4 33 22",4,7,7,221,8,6,3,0,4,4,5,7,3,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1017","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, NAMBISAN,ISHA, OR,CATHERINE","10 15 4 33 22",3,6,5,170,3,10,1,4,7,2,4,6,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1018","CHINTALA,ANISHA, BANEY,PAYTON, ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE","10 15 23 33 22",4,3,4,92,3,1,8,0,1,2,3,4,3,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"1019","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, NAMBISAN,ISHA, OR,CATHERINE","10 15 4 33 22",3,3,3,79,0,2,6,1,3,0,4,5,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
