"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"654","OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE, HEYER,ALLIE, LAFOND,LIV","22 4 24 5 43",3,1,0,34,2,0,18,0,0,0,0,1,4,NA,"GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV OR,CATHERINE TIMKO,NICOLE"
"655","OR,CATHERINE, BANEY,PAYTON, TIMKO,NICOLE, HEYER,ALLIE, ARIAS,AVA","22 15 24 5 23",4,2,3,65,3,2,16,0,1,2,1,2,4,NA,"ARIAS,AVA BANEY,PAYTON HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"656","OR,CATHERINE, BANEY,PAYTON, CHINTALA,ANISHA, HEYER,ALLIE, ARIAS,AVA","22 15 10 5 23",4,1,1,53,0,0,15,0,0,0,1,2,4,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE"
"657","OR,CATHERINE, PROUTY,ANNA, CHINTALA,ANISHA, HEYER,ALLIE, ARIAS,AVA","22 11 10 5 23",4,1,1,33,2,1,15,0,1,2,1,1,4,NA,"ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE PROUTY,ANNA"
"658","OR,CATHERINE, PROUTY,ANNA, CHINTALA,ANISHA, KATZ,JUSTINE, ARIAS,AVA","22 11 10 2 23",4,1,1,35,0,0,14,0,0,2,1,1,4,NA,"ARIAS,AVA CHINTALA,ANISHA KATZ,JUSTINE OR,CATHERINE PROUTY,ANNA"
"659","OR,CATHERINE, PROUTY,ANNA, PEPER,ANYA, KATZ,JUSTINE, ARIAS,AVA","22 11 14 2 23",4,3,3,76,7,3,14,1,1,0,2,3,4,NA,"ARIAS,AVA KATZ,JUSTINE OR,CATHERINE PEPER,ANYA PROUTY,ANNA"
"660","OR,CATHERINE, PROUTY,ANNA, CHINTALA,ANISHA, KATZ,JUSTINE, DELMORE,KAYLA","22 11 10 2 21",4,2,1,37,3,2,10,0,0,3,0,0,4,NA,"CHINTALA,ANISHA DELMORE,KAYLA KATZ,JUSTINE OR,CATHERINE PROUTY,ANNA"
"661","PEPER,ANYA, PROUTY,ANNA, CHINTALA,ANISHA, KATZ,JUSTINE, DELMORE,KAYLA","14 11 10 2 21",4,1,0,5,2,0,9,0,0,1,0,2,4,NA,"CHINTALA,ANISHA DELMORE,KAYLA KATZ,JUSTINE PEPER,ANYA PROUTY,ANNA"
"662","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,4,5,175,4,3,0,1,3,2,3,5,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"663","BANEY,PAYTON, ARIAS,AVA, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","15 23 10 22 24",4,5,4,209,4,1,-1,0,3,2,2,7,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE TIMKO,NICOLE"
"664","HEYER,ALLIE, ARIAS,AVA, GIBBS,SAVANNAH, OR,CATHERINE, TIMKO,NICOLE","5 23 4 22 24",4,4,4,194,7,2,-4,1,3,0,1,3,1,NA,"ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"665","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, OR,CATHERINE, NAMBISAN,ISHA","10 15 4 22 33",3,6,6,235,3,10,-9,3,6,0,1,5,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"666","CHINTALA,ANISHA, BANEY,PAYTON, LAFOND,LIV, OR,CATHERINE, NAMBISAN,ISHA","10 15 43 22 33",3,2,2,38,0,0,-2,0,2,0,2,3,2,NA,"BANEY,PAYTON CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE"
"667","HEYER,ALLIE, BANEY,PAYTON, LAFOND,LIV, OR,CATHERINE, NAMBISAN,ISHA","5 15 43 22 33",3,2,2,141,4,0,-2,0,1,0,0,1,2,NA,"BANEY,PAYTON HEYER,ALLIE LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE"
"668","GIBBS,SAVANNAH, ARIAS,AVA, TIMKO,NICOLE, OR,CATHERINE, NAMBISAN,ISHA","4 23 24 22 33",4,2,2,56,1,2,-6,2,3,0,2,3,2,NA,"ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"669","GIBBS,SAVANNAH, ARIAS,AVA, TIMKO,NICOLE, OR,CATHERINE, CHINTALA,ANISHA","4 23 24 22 10",4,3,2,150,1,4,-5,0,4,0,2,6,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"670","GIBBS,SAVANNAH, BANEY,PAYTON, TIMKO,NICOLE, OR,CATHERINE, CHINTALA,ANISHA","4 15 24 22 10",3,0,1,2,0,0,-2,0,1,0,0,0,2,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"671","GIBBS,SAVANNAH, BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE, CHINTALA,ANISHA","4 15 33 22 10",3,6,7,248,3,7,-2,2,8,0,6,10,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"672","GIBBS,SAVANNAH, ARIAS,AVA, TIMKO,NICOLE, OR,CATHERINE, CHINTALA,ANISHA","4 23 24 22 10",4,4,3,125,2,6,2,3,3,0,3,3,3,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"673","GIBBS,SAVANNAH, ARIAS,AVA, TIMKO,NICOLE, NAMBISAN,ISHA, CHINTALA,ANISHA","4 23 24 33 10",4,2,3,100,0,5,6,1,2,1,2,3,3,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"674","PROUTY,ANNA, BANEY,PAYTON, TIMKO,NICOLE, NAMBISAN,ISHA, CHINTALA,ANISHA","11 15 24 33 10",3,1,1,38,3,0,11,0,0,2,0,2,3,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA PROUTY,ANNA TIMKO,NICOLE"
"675","PROUTY,ANNA, BANEY,PAYTON, TIMKO,NICOLE, NAMBISAN,ISHA, OR,CATHERINE","11 15 24 33 22",3,4,3,160,2,5,8,1,3,0,3,4,3,NA,"BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"676","GIBBS,SAVANNAH, BANEY,PAYTON, TIMKO,NICOLE, NAMBISAN,ISHA, OR,CATHERINE","4 15 24 33 22",3,2,2,54,0,3,11,1,2,1,0,1,4,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"677","GIBBS,SAVANNAH, LAFOND,LIV, TIMKO,NICOLE, NAMBISAN,ISHA, OR,CATHERINE","4 43 24 33 22",3,2,3,96,5,4,14,0,3,0,0,2,4,NA,"GIBBS,SAVANNAH LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"678","GIBBS,SAVANNAH, LAFOND,LIV, HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE","4 43 5 10 22",3,3,2,72,2,0,13,1,1,0,1,2,4,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"679","GIBBS,SAVANNAH, BANEY,PAYTON, HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE","4 15 5 10 22",3,2,3,126,5,2,11,0,1,0,0,1,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"680","GIBBS,SAVANNAH, BANEY,PAYTON, KATZ,JUSTINE, CHINTALA,ANISHA, OR,CATHERINE","4 15 2 10 22",3,2,2,62,1,1,8,0,1,2,1,2,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH KATZ,JUSTINE OR,CATHERINE"
"681","GIBBS,SAVANNAH, TIMKO,NICOLE, KATZ,JUSTINE, CHINTALA,ANISHA, OR,CATHERINE","4 24 2 10 22",4,2,2,53,0,2,8,0,0,4,1,3,4,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH KATZ,JUSTINE OR,CATHERINE TIMKO,NICOLE"
"682","GIBBS,SAVANNAH, TIMKO,NICOLE, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE","4 24 15 10 22",3,1,0,8,2,0,10,0,0,0,0,0,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"683","KATZ,JUSTINE, TIMKO,NICOLE, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","2 24 33 10 22",5,0,1,4,0,2,8,0,0,2,0,0,4,NA,"CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"684","BANEY,PAYTON, GIBBS,SAVANNAH, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","15 4 33 10 22",3,2,1,28,0,1,10,0,0,2,1,2,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"685","TIMKO,NICOLE, KATZ,JUSTINE, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","24 2 33 10 22",5,0,1,1,0,2,11,0,0,2,0,0,4,NA,"CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"686","BANEY,PAYTON, GIBBS,SAVANNAH, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","15 4 33 10 22",3,1,0,11,2,0,13,0,0,0,0,2,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"687","TIMKO,NICOLE, KATZ,JUSTINE, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","24 2 33 10 22",5,0,0,14,0,0,11,0,0,0,0,0,4,NA,"CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"688","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,6,6,179,7,5,0,1,5,2,4,6,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"689","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","23 4 10 22 33",4,1,2,71,1,5,-2,1,2,0,0,0,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"690","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","23 4 10 22 24",4,3,3,107,0,5,2,0,3,2,2,2,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"691","ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","23 15 10 22 24",4,2,1,62,2,0,7,0,0,0,1,1,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE TIMKO,NICOLE"
"692","ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA, PROUTY,ANNA, TIMKO,NICOLE","23 15 10 11 24",3,3,3,88,5,0,5,1,3,0,1,3,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA PROUTY,ANNA TIMKO,NICOLE"
"693","NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, PROUTY,ANNA, TIMKO,NICOLE","33 15 22 11 24",3,2,3,93,0,8,0,3,4,0,3,3,1,NA,"BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"694","NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE","33 15 22 4 24",3,2,1,80,2,1,8,1,1,2,1,2,2,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"695","NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","33 15 22 4 10",3,0,1,14,0,0,7,0,1,0,0,1,2,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"696","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","33 23 22 4 10",4,3,3,88,3,0,7,0,0,0,2,2,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"697","NAMBISAN,ISHA, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","33 24 22 4 10",4,3,2,116,2,2,4,1,2,0,2,3,2,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"698","HEYER,ALLIE, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","5 24 22 4 10",4,4,4,140,4,0,4,1,3,0,3,5,2,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"699","NAMBISAN,ISHA, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, ARIAS,AVA","33 24 22 4 23",4,2,2,46,2,0,0,0,0,0,1,1,2,NA,"ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"700","NAMBISAN,ISHA, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON","33 24 22 4 15",3,2,3,116,0,2,-2,0,1,0,1,1,2,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"701","NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON","33 10 22 4 15",3,6,5,186,7,2,0,1,2,0,3,7,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"702","TIMKO,NICOLE, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON","24 10 22 4 15",3,6,6,201,2,8,-5,2,3,4,3,3,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"703","NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON","33 10 22 4 15",3,4,4,110,2,2,1,2,3,0,3,4,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"704","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE","33 23 22 4 24",4,2,3,76,0,4,1,0,1,2,1,1,3,NA,"ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"705","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, HEYER,ALLIE","33 23 22 4 5",4,2,1,22,2,0,5,0,0,0,1,1,3,NA,"ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"706","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, TIMKO,NICOLE, HEYER,ALLIE","33 23 22 24 5",5,0,1,5,0,0,3,1,1,0,0,0,3,NA,"ARIAS,AVA HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"707","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, TIMKO,NICOLE, CHINTALA,ANISHA","33 23 22 24 10",5,0,0,26,0,0,3,0,0,0,0,1,4,NA,"ARIAS,AVA CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"708","NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE, TIMKO,NICOLE, CHINTALA,ANISHA","33 4 22 24 10",4,6,5,199,5,10,3,1,5,4,3,6,4,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"709","NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, TIMKO,NICOLE, ARIAS,AVA","33 15 22 24 23",4,3,4,66,0,5,8,0,1,4,2,3,4,NA,"ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"710","NAMBISAN,ISHA, BANEY,PAYTON, CHINTALA,ANISHA, TIMKO,NICOLE, ARIAS,AVA","33 15 10 24 23",4,2,1,56,5,0,13,0,0,0,0,1,4,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA TIMKO,NICOLE"
"711","NAMBISAN,ISHA, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH","33 15 10 22 4",3,5,6,198,0,4,8,1,5,4,4,7,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"712","NAMBISAN,ISHA, TIMKO,NICOLE, CHINTALA,ANISHA, OR,CATHERINE, KATZ,JUSTINE","33 24 10 22 2",5,1,1,9,3,2,12,0,0,2,0,0,4,NA,"CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"713","NAMBISAN,ISHA, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH","33 15 10 22 4",3,1,0,12,2,0,11,0,0,0,0,0,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"714","NAMBISAN,ISHA, TIMKO,NICOLE, CHINTALA,ANISHA, OR,CATHERINE, KATZ,JUSTINE","33 24 10 22 2",5,0,1,9,0,2,9,0,0,2,0,0,4,NA,"CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"715","NAMBISAN,ISHA, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH","33 15 10 22 4",3,1,1,19,2,2,11,0,0,2,0,0,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"716","NAMBISAN,ISHA, LAFOND,LIV, CHINTALA,ANISHA, OR,CATHERINE, PEPER,ANYA","33 43 10 22 14",4,1,0,6,0,0,11,0,0,0,0,0,4,NA,"CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"717","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","4 10 22 23 33",4,9,9,264,2,8,0,2,7,2,5,9,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"718","BANEY,PAYTON, TIMKO,NICOLE, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","15 24 22 23 33",4,10,10,301,0,14,6,2,8,0,8,10,1,NA,"ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"719","BANEY,PAYTON, TIMKO,NICOLE, LIGOTTI,PIPER, HEYER,ALLIE, CHINTALA,ANISHA","15 24 3 5 10",4,4,4,132,2,6,20,1,4,0,4,5,1,NA,"BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER TIMKO,NICOLE"
"720","BANEY,PAYTON, NAMBISAN,ISHA, LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE","15 33 3 5 22",4,3,4,109,3,2,24,2,3,2,1,4,2,NA,"BANEY,PAYTON HEYER,ALLIE LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"721","DELMORE,KAYLA, NAMBISAN,ISHA, LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE","21 33 3 4 22",4,2,1,50,0,0,23,1,1,0,2,3,2,NA,"DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"722","DELMORE,KAYLA, NAMBISAN,ISHA, PEPER,ANYA, GIBBS,SAVANNAH, OR,CATHERINE","21 33 14 4 22",4,4,5,115,5,5,23,2,6,1,2,5,2,NA,"DELMORE,KAYLA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"723","DELMORE,KAYLA, LAFOND,LIV, PEPER,ANYA, GIBBS,SAVANNAH, OR,CATHERINE","21 43 14 4 22",3,4,3,101,2,4,23,0,2,0,3,3,2,NA,"DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV OR,CATHERINE PEPER,ANYA"
"724","DELMORE,KAYLA, LAFOND,LIV, PEPER,ANYA, GIBBS,SAVANNAH, KATZ,JUSTINE","21 43 14 4 2",3,4,4,128,2,0,25,1,4,0,3,7,2,NA,"DELMORE,KAYLA GIBBS,SAVANNAH KATZ,JUSTINE LAFOND,LIV PEPER,ANYA"
"725","ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE, BANEY,PAYTON, CHINTALA,ANISHA","23 33 22 15 10",4,11,12,356,6,17,23,3,9,7,4,8,3,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"726","GIBBS,SAVANNAH, TIMKO,NICOLE, OR,CATHERINE, LIGOTTI,PIPER, CHINTALA,ANISHA","4 24 22 3 10",4,8,7,232,12,10,34,3,8,0,4,6,3,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"727","HEYER,ALLIE, TIMKO,NICOLE, OR,CATHERINE, LIGOTTI,PIPER, LAFOND,LIV","5 24 22 3 43",4,1,1,12,0,2,32,0,1,0,2,2,3,NA,"HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"728","HEYER,ALLIE, TIMKO,NICOLE, DELMORE,KAYLA, LIGOTTI,PIPER, LAFOND,LIV","5 24 21 3 43",4,3,3,95,2,4,34,1,3,4,3,5,4,NA,"DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER TIMKO,NICOLE"
"729","HEYER,ALLIE, PEPER,ANYA, DELMORE,KAYLA, LIGOTTI,PIPER, LAFOND,LIV","5 14 21 3 43",4,2,3,111,2,2,36,1,3,0,1,3,4,NA,"DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA"
"730","HEYER,ALLIE, PEPER,ANYA, DELMORE,KAYLA, KATZ,JUSTINE, LAFOND,LIV","5 14 21 2 43",4,5,5,164,0,7,36,0,5,1,4,6,4,NA,"DELMORE,KAYLA HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV PEPER,ANYA"
"731","LIGOTTI,PIPER, PEPER,ANYA, DELMORE,KAYLA, KATZ,JUSTINE, LAFOND,LIV","3 14 21 2 43",4,9,8,230,7,11,43,3,6,2,2,7,4,NA,"DELMORE,KAYLA KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA"
"732","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","4 10 22 23 33",4,6,6,213,7,0,0,1,3,0,3,5,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"733","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, BANEY,PAYTON, TIMKO,NICOLE","4 10 22 15 24",3,6,5,160,5,5,-7,1,4,2,1,3,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"734","GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, BANEY,PAYTON, TIMKO,NICOLE","4 10 21 15 24",3,2,2,65,4,2,-7,0,2,0,0,1,1,NA,"BANEY,PAYTON CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH TIMKO,NICOLE"
"735","NAMBISAN,ISHA, CHINTALA,ANISHA, DELMORE,KAYLA, BANEY,PAYTON, TIMKO,NICOLE","33 10 21 15 24",4,2,3,47,0,0,-9,0,2,0,2,4,1,NA,"BANEY,PAYTON CHINTALA,ANISHA DELMORE,KAYLA NAMBISAN,ISHA TIMKO,NICOLE"
"736","NAMBISAN,ISHA, OR,CATHERINE, DELMORE,KAYLA, BANEY,PAYTON, TIMKO,NICOLE","33 22 21 15 24",4,1,0,25,2,0,-9,0,0,0,0,1,1,NA,"BANEY,PAYTON DELMORE,KAYLA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"737","NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA, BANEY,PAYTON, TIMKO,NICOLE","33 22 23 15 24",4,0,1,34,0,0,-11,0,0,0,0,1,1,NA,"ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"738","NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA","33 22 23 15 10",4,2,2,36,0,1,-11,0,0,2,1,1,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"739","PEPER,ANYA, OR,CATHERINE, ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA","14 22 23 15 10",4,1,0,11,1,0,-10,0,0,0,0,0,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE PEPER,ANYA"
"740","NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA","33 22 23 15 10",4,0,1,9,0,0,-11,1,1,0,0,1,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
